"id","startdate","enddate","duration_in_seconds","q1","q2","q3","q3_other","q4","q4_88_text","q5_1","q6_h","q6_m","q7_h","q7_m","q8_1","q8_2","q8_3","q8_4","q8_5","q8_6","q8_88","q8_88_text","q8_90","q9_1","q9_2","q9_3","q9_4","q9_5","q9_6","q9_7","q9_8","q9_88","q9_88_text","q9_90","q10_1","q10_2","q10_3","q10_4","q10_5","q10_6","q10_7","q10_8","q10_9","q10_10","q10_88","q10_88_text","q10_90","q11_1","q11_2","q11_3","q11_4","q11_5","q11_6","q11_7","q11_8","q11_88","q11_88_text","q11_90","q12_1","q12_2","q12_3","q12_4","q12_5","q12_6","q12_7","q12_8","q12_8_text","q12_9","q13_01_1","q13_02_1","q13_02_2","q13_02_3","q13_02_4","q13_02_5","q13_02_6","q13_02_7","q13_02_8","q13_02_8_text","q13_02_9","q13_02_10","q13_03_1","q13_03_2","q13_03_3","q13_03_4","q13_03_5","q13_03_5_text","q13_03_6","q13_03_7","q13_04_1","q13_04_2","q13_04_3","q13_04_4","q13_04_5","q13_04_6","q13_04_7","q13_04_8","q13_04_8_text","q13_04_9","q13_04_10","q13_05_1","q13_05_2","q13_05_3","q13_05_4","q13_05_5","q13_05_5_text","q13_05_6","q13_05_7","q14_01_1","q14_01_2","q14_01_3","q14_01_4","q14_01_5","q14_01_5_text","q14_02_1","q14_02_2","q14_02_3","q14_02_4","q14_02_5","q14_02_5_text","q14_03_1","q14_03_2","q14_03_3","q14_03_4","q14_03_4_text","q15_01","q15_02_1","q15_02_2","q15_02_3","q15_02_4","q15_02_5","q15_02_6","q15_02_7","q15_02_8","q15_02_9","q15_02_10","q15_02_11","q15_02_12","q15_02_13","q15_02_13_text","q15_03_1","q16","q17_01","q17_02","q18","q19_01","q19_02","q20_01_1","q20_02_1","q21a_1","q21a_2","q21a_3","q21a_4","q21a_5","q21a_6","q21a_6_text","q22_01_1","q22_02_1","q22_03_1","q22_04_1","q22_05_1","q23_01_1","q23_02_1","q23_03_1","q23_04_1","q23_05_1","q24_01_1","q24_02_1","q24_03_1","q24_04_1","q24_05_1","q25_01_1","q25_02_1","q25_03_1","q25_04_1","q26_01_1","q26_02_1","q26_03_1","q27_1","q28_1","q28_2","q28_3","q28_4","q28_4_text","q28_5","q29_1","q29_2","q29_3","q29_4","q29_5","q29_5_text","q30_1","q31_1","q32_1","q33_1","q34_1","q35_1","q36_1","q37a","q38_01_1","q38_02_1","q39_1","q40_1","q41_1","q42_1","rq21a","rq37a","qrq2","rrq2","weight","r"
"T30622",2021-07-13 12:12:01,2021-07-13 12:22:44,643,2,89,14,"",19,"",7,3,0,1,0,1,1,1,NA,1,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,1,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",1,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,"",5,2,NA,NA,2,NA,NA,1,1,1,1,1,NA,NA,NA,"",4,3,3,3,3,2,2,2,1,1,3,4,3,1,4,2,2,3,3,4,4,4,4,1,1,NA,NA,"",NA,1,1,NA,1,NA,"",4,4,3,3,1,3,2,5,4,5,4,0,100,1,2,1,21,1,0.222019459667072,1
"T30739",2021-06-23 14:01:36,2021-06-23 14:13:14,698,1,88,2,"",19,"",7,3,0,6,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,1,1,"Discord",NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,1,"bilibili",NA,1,NA,1,1,1,NA,1,1,"paper",NA,3,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,1,NA,1,1,NA,1,1,NA,"",NA,NA,NA,NA,NA,NA,1,"覺得有很多智障",NA,NA,NA,NA,1,1,NA,"",NA,1,1,1,NA,"",NA,NA,NA,NA,"",1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,1,"已讀",4,4,3,4,4,1,1,3,3,3,4,4,2,3,3,3,4,5,5,3,3,4,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,3,1,4,50,0,6,1,1,22,1,0.631334855238038,1
"T30805",2021-07-13 21:13:51,2021-07-13 21:21:26,455,2,90,15,"",19,"",7,6,0,5,0,1,1,1,1,NA,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,1,NA,1,NA,"",NA,3,1,1,1,NA,NA,1,NA,NA,"",NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",1,NA,1,1,NA,"",NA,NA,NA,NA,"",1,1,1,1,1,1,NA,1,1,1,NA,1,NA,NA,"",3,2,NA,NA,2,NA,NA,2,1,1,1,1,NA,NA,NA,"",3,2,2,2,3,2,2,1,2,2,3,3,3,2,3,3,3,3,3,3,2,2,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,3,2,3,50,50,0,2,1,20,1,0.355449172245093,1
"T31002",2021-07-03 13:33:35,2021-07-03 13:48:43,907,2,89,4,"",19,"",7,5,0,5,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,1,1,1,1,NA,"",NA,3,1,1,1,1,1,1,1,NA,"",NA,NA,NA,1,NA,1,NA,"",NA,NA,1,NA,1,1,1,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,1,1,NA,NA,"",1,1,NA,NA,NA,"",NA,1,NA,NA,"",1,NA,1,1,1,NA,NA,1,1,1,NA,1,NA,NA,"",3,2,NA,NA,2,NA,NA,2,2,1,1,1,1,1,1,"已讀",3,4,4,3,4,1,2,2,1,2,3,4,2,2,3,2,2,1,2,3,3,3,4,NA,1,NA,NA,"",NA,1,NA,NA,1,NA,"",2,3,2,4,1,3,2,5,2,2,2,55,30,7,1,1,21,1,0.345912623668008,1
"T31006",2021-06-23 12:03:32,2021-06-23 12:29:31,1559,2,88,3,"",19,"",7,5,0,5,0,1,1,1,1,1,1,NA,"",NA,1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,1,1,1,NA,NA,"",NA,4,1,1,NA,NA,NA,NA,NA,1,"攻擊性",NA,NA,1,NA,1,1,NA,"",NA,NA,1,1,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,1,1,NA,NA,"",1,NA,NA,NA,NA,"",NA,1,NA,NA,"",1,1,1,1,NA,1,NA,1,1,NA,1,1,1,NA,"",4,1,2,1,2,NA,NA,1,1,1,1,1,1,NA,NA,"",2,3,4,3,3,2,2,2,2,2,4,4,2,3,4,2,2,2,2,2,4,4,4,1,1,NA,NA,"",NA,1,1,1,1,NA,"",4,1,4,4,2,3,2,5,4,3,4,1,60,3,2,1,22,1,0.314298638424664,1
"T31009",2021-07-02 17:02:35,2021-07-02 17:13:34,659,2,89,2,"",19,"",7,2,0,1,30,1,1,1,NA,1,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,"",NA,1,NA,1,NA,1,NA,NA,NA,NA,"",NA,1,NA,1,NA,1,1,NA,NA,"",NA,3,1,1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,1,NA,1,NA,"",NA,NA,1,1,1,1,1,1,1,NA,"",NA,NA,NA,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,"",1,1,NA,NA,"",1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,"已讀",3,3,3,3,3,1,1,1,1,1,3,4,3,2,3,3,2,2,2,3,3,3,3,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",3,2,3,2,1,2,2,5,4,3,4,80,20,7,1,1,21,1,0.484131445281255,1
"T31016",2021-07-13 13:18:28,2021-07-13 13:32:21,833,2,89,4,"",19,"",7,10,0,0,50,1,1,NA,NA,NA,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,1,1,NA,NA,NA,1,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,3,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,1,NA,NA,NA,"",NA,NA,1,NA,1,1,1,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"",3,1,2,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",3,3,2,3,3,1,1,1,1,1,3,4,1,3,3,4,2,2,2,4,4,4,4,1,1,NA,NA,"",NA,1,1,NA,1,NA,"",1,2,3,2,1,4,2,5,4,2,4,0,0,0,1,1,21,1,0.484131445281255,1
"T31017",2021-06-26 11:04:18,2021-06-26 11:28:22,1443,2,88,9,"",19,"",7,6,0,8,0,1,1,1,NA,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,1,NA,1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,1,NA,1,1,1,NA,"",NA,2,1,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,"",1,1,NA,NA,"",1,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,"",3,2,NA,NA,2,NA,NA,1,1,1,1,1,1,NA,1,"已讀",4,3,3,3,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,4,NA,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",4,2,4,2,2,3,3,5,3,4,3,40,60,3,1,1,22,1,0.314298638424664,1
"T31025",2021-07-10 18:37:10,2021-07-10 20:34:16,7026,2,89,3,"",19,"",7,1,0,16,0,1,1,1,1,1,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,1,1,1,1,NA,"",NA,3,1,NA,NA,NA,NA,1,1,NA,"",NA,NA,1,1,1,1,NA,"",NA,NA,1,NA,1,1,1,1,1,NA,"",NA,NA,NA,NA,1,1,NA,"",NA,NA,1,NA,1,NA,NA,"",NA,NA,1,1,NA,"",1,1,1,NA,"",1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,"",4,1,1,1,2,NA,NA,2,2,1,1,1,1,1,1,"已讀",4,4,4,3,3,2,3,3,2,2,1,4,2,3,2,3,2,3,3,3,3,3,3,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",3,2,4,3,2,3,2,5,4,4,4,10,32,3,1,1,21,1,0.484131445281255,2
"T31030",2021-06-23 12:19:43,2021-06-23 12:36:25,1002,1,89,4,"",19,"",7,1,0,5,0,1,1,1,1,NA,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,1,NA,1,1,NA,1,NA,NA,"",NA,3,1,NA,1,NA,NA,1,NA,NA,"",NA,NA,1,1,NA,NA,NA,"",NA,NA,1,NA,1,1,NA,NA,NA,NA,"",NA,NA,NA,1,1,NA,NA,"",NA,NA,1,1,1,1,NA,"",NA,NA,NA,NA,NA,"",NA,1,1,NA,"",1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,3,2,1,1,1,1,1,1,"已讀",4,4,4,3,3,2,2,2,2,2,3,3,3,4,2,4,3,4,3,3,3,3,5,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",4,2,3,2,3,3,2,5,3,3,2,25,25,5,1,1,21,1,0.65269117700796,1
"T31033",2021-07-04 12:50:52,2021-07-04 13:03:46,774,2,89,2,"",19,"",7,0,0,8,10,1,1,NA,1,NA,NA,NA,"",NA,NA,1,1,1,1,1,1,1,NA,"",NA,NA,NA,1,1,1,1,1,1,NA,1,NA,"",NA,NA,NA,NA,1,1,NA,NA,NA,NA,"",NA,1,NA,1,1,NA,NA,NA,NA,"",NA,3,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,1,2,1,2,NA,NA,2,2,NA,1,1,NA,NA,1,"已讀",2,4,4,4,4,1,1,1,2,1,2,3,2,2,2,2,3,2,2,4,4,4,5,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",4,2,3,4,1,2,2,5,2,2,2,80,0,3,1,1,21,1,0.484131445281255,1
"T31223",2021-06-23 12:41:59,2021-06-23 12:54:43,764,1,88,15,"",18,"",7,6,0,10,0,1,1,1,1,1,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,"",NA,1,NA,1,NA,NA,NA,1,NA,NA,"",NA,NA,NA,1,NA,1,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,1,NA,"",NA,NA,NA,1,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,"",NA,NA,NA,NA,"",1,1,NA,1,NA,1,NA,1,NA,NA,1,1,NA,NA,"",3,1,1,1,2,NA,NA,2,2,1,1,1,1,1,1,"已讀",3,3,3,2,3,2,2,2,1,3,3,4,3,3,3,3,3,3,3,3,3,3,2,NA,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",4,3,4,1,1,3,1,5,4,5,3,52,71,5,1,1,22,1,0.715803495027978,1
"T31303",2021-06-26 15:02:20,2021-06-26 15:22:44,1223,2,88,2,"",19,"",7,5,0,3,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,1,"公視+、線上看電影",NA,NA,NA,1,1,1,1,NA,NA,"",NA,4,1,1,1,1,1,1,1,NA,"",NA,NA,1,1,NA,1,1,"各行各業因為疫情面臨到的變化，甚至是困境",NA,NA,NA,NA,1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,1,1,1,NA,"",1,NA,NA,NA,NA,"",NA,1,1,NA,"",1,NA,1,1,1,NA,NA,1,1,NA,1,1,1,NA,"",4,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,"已讀",2,2,3,2,3,2,2,2,1,2,2,3,2,2,4,4,4,3,3,4,3,3,4,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",4,3,4,4,1,4,2,5,5,4,5,20,65,2,1,1,22,1,0.33188995520633,1
"T31320",2021-07-02 16:59:23,2021-07-02 17:09:40,617,2,87,2,"",19,"",7,2,0,8,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,1,1,NA,NA,NA,"",NA,3,1,NA,1,1,1,NA,1,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,1,1,NA,1,1,NA,NA,NA,"",NA,NA,NA,1,1,NA,NA,"",NA,NA,1,NA,1,NA,NA,"",NA,1,1,NA,NA,"",NA,NA,NA,NA,"",1,1,1,1,NA,1,1,1,1,NA,NA,1,NA,NA,"",3,2,NA,NA,2,NA,NA,2,1,1,1,1,1,1,1,"已讀",2,3,4,2,3,2,2,2,2,2,2,2,1,2,2,4,4,3,2,3,3,3,2,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",3,2,4,2,1,3,1,5,3,3,4,50,50,0,1,1,23,1,0.281217596477523,1
"T31426",2021-06-30 19:36:35,2021-06-30 19:56:26,1190,2,88,12,"",16,"",7,9,30,8,0,1,1,1,1,1,1,NA,"",NA,NA,NA,NA,1,1,1,NA,1,NA,"",NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,"",NA,1,1,1,NA,1,1,NA,NA,NA,"",NA,1,NA,1,1,NA,NA,NA,NA,"",NA,3,1,NA,NA,1,NA,NA,1,1,"只會怪罪政府黨派的言論",NA,NA,NA,1,NA,1,NA,"",NA,NA,1,NA,1,1,1,1,1,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,1,NA,1,1,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,"",4,2,NA,NA,2,NA,NA,1,2,1,1,1,1,1,1,"已讀",4,2,4,3,3,1,2,2,1,2,4,3,2,2,1,1,2,1,2,4,3,3,4,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",2,3,4,3,1,5,2,5,3,1,4,27,50,5,1,1,22,1,0.484526999391821,1
"T31517",2021-06-26 10:54:38,2021-06-26 11:06:35,716,1,90,14,"",18,"",7,7,0,4,30,1,1,1,1,NA,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,1,NA,1,"Apple tv",NA,1,NA,1,1,1,1,NA,NA,"",NA,3,1,NA,1,NA,NA,1,1,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,1,1,NA,1,1,1,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,NA,NA,1,1,NA,"",NA,NA,1,NA,NA,"",1,1,1,NA,"",1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,"",2,1,1,1,2,NA,NA,2,1,1,1,1,1,1,1,"已讀",4,4,4,4,4,1,1,1,1,2,4,3,3,3,4,4,4,2,1,4,3,4,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,3,2,3,15,26,1,1,1,20,1,0.29931983113509,1
"T31607",2021-06-26 10:36:11,2021-06-30 14:30:02,359630,1,90,2,"",19,"",7,2,0,5,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,1,NA,"",NA,4,1,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",1,NA,1,NA,"",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",4,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",3,3,3,3,3,1,1,1,1,1,3,4,2,3,4,1,1,1,1,3,3,3,4,1,1,NA,NA,"",NA,NA,NA,NA,1,1,"有些事情的看法 做法不同",2,3,2,3,2,3,2,5,4,4,3,50,50,5,1,1,20,1,0.596187563469275,1
"T31618",2021-07-04 12:01:32,2021-07-04 12:20:41,1148,1,89,4,"",19,"",7,2,30,6,30,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,1,1,1,NA,"",NA,2,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,"",NA,NA,1,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,1,NA,"",1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,1,1,1,NA,1,1,1,1,"已讀",2,4,2,2,3,1,1,1,1,1,2,4,1,3,4,2,2,4,2,3,3,3,4,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",4,3,4,3,1,3,1,5,3,4,3,0,61,5,1,1,21,1,0.596187563469275,1
"T31624",2021-07-13 13:13:43,2021-07-13 14:01:53,2889,1,90,17,"",19,"",7,12,0,2,0,1,1,1,1,NA,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,1,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,1,NA,NA,"",NA,2,1,NA,1,NA,NA,1,NA,NA,"",NA,NA,NA,1,NA,1,NA,"",NA,NA,1,NA,1,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,NA,NA,NA,"",1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"",4,2,NA,NA,2,NA,NA,1,1,1,1,1,NA,1,1,"已讀",2,3,3,3,3,1,2,2,1,2,3,4,3,3,3,3,3,3,3,4,4,4,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,4,4,4,50,50,4,1,1,20,1,0.596187563469275,1
"T31651",2021-07-02 17:54:16,2021-07-02 18:08:28,852,1,90,2,"",19,"",7,6,30,7,0,1,1,1,1,1,1,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,1,NA,1,NA,1,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,"",NA,4,1,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,1,1,1,1,1,1,1,NA,"",NA,NA,NA,NA,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,"",4,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,"已讀",4,4,4,4,4,1,2,2,1,2,3,4,3,3,3,2,1,4,2,3,3,3,2,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,4,3,5,50,50,9,1,1,20,1,0.596187563469275,1
"T31746",2021-07-01 22:17:21,2021-07-01 22:29:47,745,2,89,15,"",19,"",7,24,0,2,0,1,1,1,1,1,1,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,NA,1,NA,NA,NA,1,1,NA,"",NA,1,1,1,NA,NA,1,NA,NA,NA,"",NA,1,NA,1,NA,1,1,NA,NA,"",NA,2,1,1,NA,NA,1,1,NA,NA,"",NA,NA,1,1,1,1,NA,"",NA,NA,1,1,1,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,"",1,1,1,NA,"",1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,"",1,2,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,1,"已讀",4,4,4,4,4,1,3,3,1,3,3,3,4,2,3,1,1,2,2,4,4,4,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,3,3,1,100,0,5,1,1,21,1,0.355449172245093,1
"T31802",2021-06-26 22:49:06,2021-06-26 23:12:29,1403,2,90,13,"",19,"",7,8,0,3,0,NA,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,NA,"",NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,"",NA,1,NA,1,NA,NA,NA,1,NA,NA,"",NA,1,NA,1,1,NA,NA,1,NA,"",NA,3,1,1,1,1,1,1,1,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,1,1,1,1,1,1,1,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,1,1,1,1,NA,1,1,1,NA,1,1,NA,"",2,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,"已讀",3,3,3,3,2,1,2,2,3,2,3,3,2,3,3,1,1,1,3,2,2,3,3,NA,1,NA,NA,"",NA,NA,NA,NA,NA,1,"沒有",3,2,4,2,3,1,1,5,3,3,3,50,50,5,1,1,20,1,0.484526999391821,1
"T31804",2021-06-30 20:13:05,2021-06-30 20:25:53,767,2,90,12,"",19,"",1.5,2,0,3,30,1,1,1,1,1,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,"",NA,3,1,1,NA,1,1,1,NA,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,NA,1,1,1,1,NA,NA,"",NA,NA,NA,1,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,"",1,2,NA,NA,2,NA,NA,1,1,1,1,NA,NA,NA,1,"已讀",3,2,2,2,2,1,1,1,1,1,2,3,2,3,2,1,1,1,1,3,3,3,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,4,2,4,65,20,6,1,1,20,1,0.484526999391821,1
